state,incident_type,ih_program_declared,ia_program_declared,hm_program_declared,pa_program_declared,incident_month,incident_year,#disasters,state_name
NJ,Severe Storm,No,No,Yes,Yes,January,2016,17,New Jersey
OK,Severe Storm,No,No,Yes,Yes,February,2013,17,Oklahoma
NY,Hurricane,No,No,No,Yes,August,2011,17,New York
MS,Flood,Yes,No,Yes,Yes,March,2016,16,Mississippi
SD,Severe Storm,Yes,No,Yes,Yes,October,2013,16,South Dakota
OK,Severe Storm,No,No,Yes,Yes,January,2011,16,Oklahoma
NC,Hurricane,No,No,Yes,Yes,July,2020,16,North Carolina
MO,Severe Storm,No,No,Yes,Yes,April,2011,16,Missouri
NY,Flood,No,No,Yes,Yes,June,2013,16,New York
MA,Biological,No,No,No,Yes,January,2020,16,Massachusetts
GA,Severe Ice Storm,No,No,Yes,Yes,February,2015,16,Georgia
CA,Fire,No,No,Yes,Yes,October,2017,16,California
OK,Tornado,No,No,Yes,Yes,May,2017,16,Oklahoma
KY,Tornado,No,No,No,Yes,December,2021,16,Kentucky
WA,Severe Storm,No,No,Yes,Yes,November,2015,16,Washington
MO,Flood,No,No,Yes,Yes,March,2019,16,Missouri
NY,Severe Storm,No,No,No,Yes,October,2019,16,New York
MI,Flood,No,No,Yes,Yes,April,2013,16,Michigan
AR,Severe Storm,No,No,Yes,Yes,April,2017,16,Arkansas
WY,Severe Storm,No,No,Yes,Yes,May,2011,16,Wyoming
MN,Severe Storm,No,No,Yes,Yes,July,2011,16,Minnesota
KY,Tornado,Yes,No,Yes,Yes,December,2021,16,Kentucky
NY,Severe Storm,No,No,No,Yes,September,2011,15,New York
FL,Hurricane,No,No,Yes,Yes,August,2016,15,Florida
NJ,Snowstorm,No,No,Yes,Yes,December,2010,15,New Jersey
CO,Flood,No,No,Yes,Yes,May,2015,15,Colorado
CO,Flood,No,No,No,Yes,September,2013,15,Colorado
PA,Hurricane,No,No,No,Yes,August,2011,15,Pennsylvania
WA,Fire,No,No,No,Yes,August,2015,15,Washington
MT,Flood,No,No,Yes,Yes,March,2014,15,Montana
MD,Hurricane,No,No,Yes,Yes,August,2011,15,Maryland
IL,Tornado,Yes,No,Yes,No,November,2013,15,Illinois
WA,Flood,No,No,Yes,Yes,January,2020,15,Washington
CA,Fire,Yes,No,Yes,Yes,August,2020,15,California
TX,Flood,Yes,No,Yes,Yes,April,2016,15,Texas
IL,Severe Storm,Yes,No,Yes,Yes,April,2011,15,Illinois
WA,Flood,No,No,Yes,Yes,January,2017,15,Washington
WA,Severe Storm,No,No,No,Yes,December,2020,15,Washington
GA,Tornado,No,No,Yes,Yes,January,2017,15,Georgia
SD,Flood,Yes,No,Yes,Yes,March,2019,15,South Dakota
MT,Flood,No,No,Yes,Yes,May,2013,15,Montana
LA,Flood,No,No,Yes,Yes,April,2011,15,Louisiana
MS,Severe Storm,No,No,Yes,Yes,February,2020,15,Mississippi
MA,Hurricane,No,No,No,Yes,October,2012,14,Massachusetts
IL,Tornado,No,No,No,Yes,December,2021,14,Illinois
VT,Biological,No,No,No,Yes,January,2020,14,Vermont
MA,Hurricane,No,No,No,Yes,August,2011,14,Massachusetts
AZ,Severe Storm,No,No,Yes,Yes,January,2010,14,Arizona
TX,Fire,No,No,No,Yes,August,2011,14,Texas
OR,Severe Storm,No,No,Yes,Yes,December,2015,14,Oregon
LA,Flood,No,No,Yes,Yes,May,2019,14,Louisiana
SD,Severe Storm,No,No,Yes,Yes,June,2015,14,South Dakota
AL,Hurricane,No,No,Yes,Yes,October,2020,14,Alabama
KS,Severe Storm,No,No,Yes,Yes,April,2012,14,Kansas
MA,Severe Storm,No,No,Yes,Yes,February,2013,14,Massachusetts
NM,Severe Storm,No,No,Yes,Yes,February,2011,14,New Mexico
NE,Severe Storm,No,No,Yes,Yes,July,2021,14,Nebraska
NC,Severe Storm,Yes,No,Yes,No,September,2010,14,North Carolina
VT,Biological,Yes,No,Yes,Yes,January,2020,14,Vermont
AR,Severe Ice Storm,No,No,Yes,Yes,December,2013,14,Arkansas
SD,Severe Storm,Yes,No,Yes,Yes,September,2019,14,South Dakota
TN,Severe Storm,No,No,Yes,Yes,May,2017,14,Tennessee
KS,Severe Storm,No,No,Yes,Yes,October,2018,14,Kansas
KY,Severe Storm,Yes,No,Yes,Yes,February,2012,14,Kentucky
PR,Earthquake,Yes,No,Yes,Yes,December,2019,14,Puerto Rico
VT,Hurricane,No,No,No,Yes,August,2021,14,Vermont
MA,Biological,Yes,No,Yes,Yes,January,2020,14,Massachusetts
FL,Hurricane,No,No,Yes,Yes,August,2019,14,Florida
CA,Flood,Yes,No,Yes,Yes,December,2022,14,California
VT,Hurricane,No,No,No,Yes,August,2011,14,Vermont
MS,Flood,No,No,No,Yes,April,2011,14,Mississippi
AR,Severe Storm,Yes,No,Yes,Yes,April,2017,14,Arkansas
NY,Hurricane,No,No,No,Yes,September,2021,14,New York
ND,Severe Storm,No,No,Yes,Yes,April,2010,13,North Dakota
KY,Severe Storm,No,No,Yes,Yes,December,2021,13,Kentucky
KS,Severe Storm,No,No,Yes,Yes,September,2016,13,Kansas
MS,Flood,Yes,No,Yes,Yes,May,2011,13,Mississippi
PR,Severe Storm,No,No,Yes,Yes,May,2011,13,Puerto Rico
AR,Flood,Yes,No,Yes,Yes,May,2019,13,Arkansas
NJ,Severe Storm,Yes,No,Yes,Yes,March,2010,13,New Jersey
TX,Fire,No,No,No,Yes,September,2011,13,Texas
ME,Severe Storm,No,No,Yes,Yes,October,2017,13,Maine
NY,Hurricane,Yes,No,Yes,Yes,October,2012,13,New York
FL,Hurricane,No,No,No,Yes,September,2020,13,Florida
SD,Flood,No,No,Yes,Yes,June,2014,13,South Dakota
TX,Flood,Yes,No,Yes,Yes,March,2016,13,Texas
TN,Severe Ice Storm,No,No,Yes,Yes,February,2021,13,Tennessee
MN,Tornado,No,No,Yes,Yes,June,2010,13,Minnesota
TN,Severe Storm,No,No,Yes,Yes,February,2011,13,Tennessee
FL,Hurricane,No,No,No,Yes,November,2020,13,Florida
MS,Severe Storm,No,No,Yes,Yes,January,2020,13,Mississippi
KY,Flood,Yes,No,Yes,Yes,July,2022,13,Kentucky
FL,Severe Storm,No,No,Yes,Yes,June,2012,12,Florida
WV,Flood,Yes,No,Yes,Yes,June,2016,12,West Virginia
AL,Severe Storm,No,No,Yes,Yes,April,2014,12,Alabama
OR,Flood,No,No,Yes,Yes,January,2012,12,Oregon
AR,Severe Storm,No,No,Yes,Yes,March,2016,12,Arkansas
FL,Hurricane,No,No,Yes,Yes,August,2012,12,Florida
GA,Hurricane,No,No,No,Yes,August,2019,12,Georgia
NM,Severe Storm,No,No,Yes,Yes,July,2013,12,New Mexico
IL,Flood,No,No,Yes,Yes,April,2013,12,Illinois
NJ,Hurricane,Yes,No,Yes,Yes,September,2021,12,New Jersey
CT,Biological,Yes,No,Yes,Yes,January,2020,12,Connecticut
SC,Hurricane,No,No,Yes,Yes,August,2019,12,South Carolina
IA,Severe Storm,No,No,Yes,Yes,August,2020,12,Iowa
IA,Severe Storm,No,No,Yes,Yes,June,2013,12,Iowa
OK,Tornado,No,No,Yes,Yes,May,2013,12,Oklahoma
AL,Severe Storm,No,No,Yes,Yes,February,2019,12,Alabama
NE,Severe Storm,No,No,Yes,Yes,June,2011,12,Nebraska
NY,Severe Storm,Yes,No,Yes,Yes,September,2011,12,New York
LA,Hurricane,No,No,No,Yes,August,2017,12,Louisiana
AL,Hurricane,No,No,Yes,Yes,September,2020,12,Alabama
TX,Fire,No,No,No,Yes,June,2011,12,Texas
TX,Hurricane,No,No,Yes,Yes,June,2010,12,Texas
SD,Severe Storm,No,No,Yes,Yes,July,2010,12,South Dakota
TX,Hurricane,No,No,Yes,Yes,August,2017,12,Texas
OK,Fire,No,No,No,Yes,August,2011,12,Oklahoma
AR,Tornado,No,No,Yes,Yes,April,2020,12,Arkansas
IA,Severe Storm,Yes,No,Yes,Yes,August,2020,12,Iowa
VT,Hurricane,Yes,No,Yes,Yes,August,2011,12,Vermont
FL,Hurricane,Yes,No,Yes,Yes,October,2018,12,Florida
MS,Flood,No,No,Yes,Yes,March,2016,12,Mississippi
SC,Flood,No,No,Yes,Yes,October,2015,12,South Carolina
ID,Flood,No,No,Yes,Yes,February,2017,11,Idaho
KS,Fire,No,No,Yes,Yes,March,2017,11,Kansas
NY,Severe Storm,No,No,Yes,Yes,May,2014,11,New York
OK,Severe Storm,No,No,Yes,Yes,April,2011,11,Oklahoma
NJ,Hurricane,No,No,Yes,Yes,August,2020,11,New Jersey
ID,Flood,No,No,Yes,Yes,March,2017,11,Idaho
MS,Severe Storm,No,No,Yes,Yes,April,2011,11,Mississippi
WI,Severe Storm,No,No,Yes,Yes,July,2017,11,Wisconsin
TX,Severe Storm,Yes,No,Yes,Yes,October,2015,11,Texas
PA,Severe Storm,No,No,Yes,Yes,June,2013,11,Pennsylvania
NE,Flood,Yes,No,Yes,Yes,May,2011,11,Nebraska
OR,Biological,No,No,Yes,No,January,2020,11,Oregon
TN,Winter Storm,No,No,Yes,Yes,December,2022,11,Tennessee
MS,Severe Storm,No,No,Yes,Yes,December,2018,11,Mississippi
LA,Severe Storm,No,No,Yes,Yes,January,2013,11,Louisiana
NE,Severe Storm,No,No,Yes,Yes,June,2018,11,Nebraska
CO,Flood,Yes,No,Yes,Yes,September,2013,11,Colorado
NY,Winter Storm,No,No,No,Yes,November,2022,11,New York
PA,Severe Storm,No,No,Yes,Yes,August,2018,11,Pennsylvania
SD,Severe Storm,No,No,Yes,Yes,September,2019,11,South Dakota
WA,Severe Storm,No,No,Yes,Yes,January,2012,11,Washington
TN,Tornado,Yes,No,Yes,Yes,December,2021,11,Tennessee
AR,Severe Storm,No,No,Yes,Yes,May,2013,11,Arkansas
CA,Fire,No,No,Yes,Yes,September,2020,11,California
TX,Flood,No,No,Yes,Yes,April,2016,11,Texas
OK,Severe Storm,No,No,Yes,Yes,January,2017,11,Oklahoma
OR,Fire,No,No,No,Yes,September,2020,11,Oregon
NJ,Severe Storm,No,No,Yes,Yes,October,2011,11,New Jersey
PA,Hurricane,Yes,No,Yes,Yes,August,2011,11,Pennsylvania
ND,Flood,No,No,Yes,Yes,March,2017,11,North Dakota
LA,Flood,No,No,No,Yes,May,2019,11,Louisiana
SC,Hurricane,No,No,Yes,Yes,September,2018,11,South Carolina
VT,Severe Storm,No,No,Yes,Yes,December,2014,10,Vermont
CA,Fire,Yes,No,Yes,Yes,September,2020,10,California
WI,Flood,No,No,Yes,Yes,September,2016,10,Wisconsin
MA,Hurricane,No,No,No,Yes,September,2010,10,Massachusetts
PR,Severe Storm,No,No,Yes,Yes,May,2010,10,Puerto Rico
VT,Severe Storm,No,No,Yes,Yes,October,2017,10,Vermont
NE,Severe Storm,No,No,Yes,Yes,April,2017,10,Nebraska
CT,Hurricane,No,No,No,Yes,August,2021,10,Connecticut
NE,Severe Storm,No,No,Yes,Yes,October,2013,10,Nebraska
ND,Flood,No,No,Yes,Yes,June,2014,10,North Dakota
TN,Severe Storm,No,No,Yes,Yes,August,2010,10,Tennessee
NY,Hurricane,Yes,No,Yes,Yes,September,2021,10,New York
CA,Flood,No,No,Yes,Yes,December,2010,10,California
NH,Biological,Yes,No,Yes,Yes,January,2020,10,New Hampshire
GA,Hurricane,No,No,Yes,Yes,October,2016,10,Georgia
GA,Hurricane,Yes,No,Yes,Yes,October,2016,10,Georgia
SC,Severe Storm,No,No,Yes,Yes,February,2020,10,South Carolina
TN,Severe Storm,No,No,Yes,Yes,October,2019,10,Tennessee
WI,Snowstorm,No,No,Yes,Yes,January,2011,10,Wisconsin
NH,Hurricane,No,No,No,Yes,October,2012,10,New Hampshire
TN,Severe Ice Storm,No,No,Yes,Yes,March,2014,10,Tennessee
FL,Hurricane,Yes,No,Yes,Yes,August,2016,10,Florida
WA,Flood,No,No,Yes,Yes,December,2015,10,Washington
NH,Biological,No,No,No,Yes,January,2020,10,New Hampshire
IA,Flood,Yes,No,Yes,Yes,March,2019,10,Iowa
NH,Severe Storm,No,No,No,Yes,October,2011,10,New Hampshire
MO,Flood,Yes,No,Yes,No,December,2015,10,Missouri
MA,Severe Storm,No,No,Yes,Yes,January,2015,10,Massachusetts
NH,Hurricane,No,No,No,Yes,August,2011,10,New Hampshire
NY,Severe Storm,No,No,Yes,Yes,December,2010,10,New York
CT,Hurricane,No,No,Yes,Yes,August,2020,10,Connecticut
NM,Fire,No,No,No,Yes,June,2011,10,New Mexico
ND,Flood,Yes,No,Yes,Yes,February,2011,10,North Dakota
WA,Fire,No,No,No,Yes,July,2014,10,Washington
TN,Severe Storm,Yes,No,Yes,No,February,2012,10,Tennessee
OK,Flood,No,No,No,Yes,May,2019,10,Oklahoma
CT,Hurricane,No,No,No,Yes,August,2020,10,Connecticut
MT,Flood,No,No,Yes,Yes,May,2018,9,Montana
TN,Tornado,No,No,No,Yes,December,2021,9,Tennessee
WV,Chemical,No,No,No,Yes,January,2014,9,West Virginia
MS,Severe Storm,No,No,Yes,Yes,April,2019,9,Mississippi
IA,Severe Storm,No,No,Yes,Yes,July,2017,9,Iowa
GA,Severe Storm,No,No,Yes,Yes,March,2021,9,Georgia
NC,Severe Ice Storm,No,No,Yes,Yes,March,2014,9,North Carolina
CT,Severe Storm,No,No,Yes,Yes,February,2013,9,Connecticut
WA,Severe Storm,No,No,Yes,Yes,November,2022,9,Washington
NJ,Hurricane,No,No,Yes,Yes,September,2021,9,New Jersey
CT,Severe Storm,No,No,No,Yes,February,2013,9,Connecticut
FL,Hurricane,No,No,Yes,Yes,September,2020,9,Florida
NY,Severe Storm,No,No,Yes,Yes,March,2010,9,New York
WI,Severe Storm,No,No,Yes,Yes,July,2016,9,Wisconsin
NY,Hurricane,No,No,Yes,Yes,August,2021,9,New York
AL,Severe Storm,Yes,No,Yes,Yes,April,2014,9,Alabama
MS,Severe Storm,Yes,No,Yes,Yes,April,2014,9,Mississippi
NY,Snowstorm,No,No,Yes,Yes,November,2014,9,New York
IN,Flood,No,No,Yes,Yes,February,2018,9,Indiana
WI,Flood,Yes,No,Yes,Yes,August,2018,9,Wisconsin
ND,Severe Storm,No,No,Yes,Yes,June,2021,9,North Dakota
FL,Hurricane,No,No,Yes,Yes,October,2016,9,Florida
CT,Biological,No,No,No,Yes,January,2020,9,Connecticut
WI,Severe Storm,No,No,Yes,Yes,September,2010,9,Wisconsin
FL,Hurricane,Yes,No,Yes,Yes,October,2016,9,Florida
CA,Fire,No,No,Yes,Yes,October,2019,9,California
ND,Severe Storm,No,No,Yes,Yes,April,2011,9,North Dakota
WV,Severe Storm,No,No,Yes,Yes,July,2015,9,West Virginia
MS,Severe Storm,No,No,Yes,Yes,April,2017,9,Mississippi
WA,Fire,No,No,No,Yes,September,2012,9,Washington
KY,Flood,Yes,No,Yes,Yes,April,2015,9,Kentucky
CT,Severe Storm,No,No,No,Yes,October,2011,8,Connecticut
SD,Severe Storm,No,No,Yes,Yes,June,2013,8,South Dakota
TX,Flood,No,No,Yes,Yes,March,2016,8,Texas
NC,Hurricane,No,No,Yes,Yes,August,2021,8,North Carolina
AL,Hurricane,No,No,Yes,Yes,October,2017,8,Alabama
NH,Severe Storm,No,No,Yes,Yes,February,2013,8,New Hampshire
CA,Fire,Yes,No,Yes,Yes,October,2017,8,California
AR,Severe Storm,No,No,Yes,Yes,April,2014,8,Arkansas
NY,Flood,No,No,Yes,Yes,May,2017,8,New York
NM,Fire,No,No,Yes,Yes,April,2022,8,New Mexico
KS,Severe Storm,No,No,Yes,Yes,September,2018,8,Kansas
MT,Fire,No,No,Yes,Yes,September,2017,8,Montana
MP,Typhoon,No,No,No,Yes,October,2019,8,Northern Mariana Islands
SD,Severe Storm,No,No,Yes,Yes,April,2013,8,South Dakota
IA,Flood,No,No,Yes,Yes,August,2016,8,Iowa
CA,Fire,No,No,No,Yes,August,2014,8,California
VT,Severe Storm,No,No,Yes,Yes,December,2022,8,Vermont
VA,Severe Storm,No,No,Yes,Yes,September,2011,8,Virginia
AL,Hurricane,No,No,Yes,Yes,August,2012,8,Alabama
SD,Severe Storm,No,No,Yes,Yes,June,2019,8,South Dakota
AR,Severe Ice Storm,No,No,Yes,Yes,December,2012,8,Arkansas
IA,Severe Storm,No,No,Yes,Yes,July,2011,8,Iowa
MS,Severe Storm,Yes,No,Yes,Yes,December,2015,8,Mississippi
MT,Flood,No,No,Yes,Yes,March,2019,8,Montana
OH,Tornado,Yes,No,Yes,No,May,2019,8,Ohio
GA,Tornado,Yes,No,Yes,Yes,January,2017,8,Georgia
LA,Coastal Storm,No,No,Yes,Yes,September,2011,8,Louisiana
MS,Hurricane,Yes,No,Yes,Yes,August,2021,8,Mississippi
NM,Severe Storm,No,No,Yes,Yes,July,2014,8,New Mexico
TX,Hurricane,Yes,No,Yes,Yes,June,2010,8,Texas
CT,Hurricane,Yes,No,No,Yes,August,2011,8,Connecticut
CT,Snowstorm,No,No,Yes,Yes,January,2011,8,Connecticut
AR,Severe Storm,Yes,No,Yes,Yes,May,2015,8,Arkansas
CT,Hurricane,No,No,No,Yes,October,2012,8,Connecticut
WV,Severe Storm,No,No,Yes,Yes,July,2017,8,West Virginia
CT,Hurricane,Yes,No,Yes,Yes,August,2011,8,Connecticut
AL,Severe Storm,Yes,No,Yes,Yes,January,2023,8,Alabama
WI,Severe Storm,No,No,Yes,Yes,June,2013,8,Wisconsin
OK,Tornado,Yes,No,Yes,Yes,May,2013,8,Oklahoma
MA,Severe Storm,No,No,No,Yes,October,2011,8,Massachusetts
SC,Hurricane,Yes,No,Yes,Yes,September,2018,8,South Carolina
MS,Severe Storm,Yes,No,Yes,Yes,April,2020,8,Mississippi
WA,Severe Storm,No,No,Yes,Yes,December,2018,8,Washington
NV,Severe Storm,No,No,Yes,Yes,January,2017,8,Nevada
KY,Severe Storm,Yes,No,Yes,Yes,July,2015,8,Kentucky
VT,Severe Storm,No,No,Yes,Yes,October,2019,8,Vermont
OR,Fire,Yes,No,Yes,Yes,September,2020,8,Oregon
NM,Severe Storm,No,No,Yes,Yes,September,2014,8,New Mexico
OK,Flood,No,No,Yes,Yes,June,2016,8,Oklahoma
VT,Flood,No,No,Yes,Yes,June,2013,7,Vermont
OK,Severe Storm,No,No,Yes,Yes,May,2010,7,Oklahoma
NJ,Snowstorm,No,No,Yes,Yes,February,2010,7,New Jersey
KY,Flood,No,No,Yes,Yes,July,2022,7,Kentucky
MT,Fire,No,No,Yes,Yes,September,2020,7,Montana
TN,Severe Storm,No,No,Yes,Yes,April,2020,7,Tennessee
NY,Hurricane,No,No,Yes,Yes,August,2020,7,New York
VT,Severe Storm,No,No,Yes,Yes,June,2017,7,Vermont
VT,Severe Storm,Yes,No,Yes,Yes,April,2011,7,Vermont
FL,Biological,No,No,Yes,Yes,January,2020,7,Florida
LA,Flood,No,No,No,Yes,December,2015,7,Louisiana
PA,Hurricane,Yes,No,Yes,Yes,August,2021,7,Pennsylvania
KY,Severe Storm,Yes,No,Yes,No,May,2010,7,Kentucky
MO,Severe Storm,No,No,Yes,Yes,December,2021,7,Missouri
GA,Hurricane,Yes,No,Yes,Yes,September,2017,7,Georgia
TN,Severe Storm,No,No,Yes,Yes,June,2011,7,Tennessee
OK,Fire,No,No,Yes,Yes,April,2018,7,Oklahoma
ND,Severe Storm,No,No,Yes,Yes,October,2013,7,North Dakota
MS,Severe Storm,Yes,No,Yes,Yes,February,2019,7,Mississippi
KY,Severe Storm,Yes,No,Yes,No,February,2012,7,Kentucky
AL,Hurricane,Yes,No,Yes,Yes,October,2020,7,Alabama
OK,Severe Storm,No,No,Yes,Yes,May,2011,7,Oklahoma
WA,Severe Storm,No,No,Yes,Yes,January,2011,7,Washington
MA,Severe Storm,Yes,No,Yes,Yes,March,2010,7,Massachusetts
OR,Severe Storm,No,No,Yes,Yes,February,2021,7,Oregon
CT,Severe Storm,No,No,Yes,Yes,October,2011,7,Connecticut
IL,Flood,Yes,No,Yes,No,April,2013,7,Illinois
GA,Severe Storm,Yes,No,Yes,Yes,January,2023,7,Georgia
TX,Flood,Yes,No,Yes,No,September,2019,7,Texas
NV,Severe Storm,No,No,Yes,Yes,February,2017,7,Nevada
OK,Fire,No,No,No,Yes,August,2012,7,Oklahoma
MA,Hurricane,No,No,Yes,Yes,August,2011,7,Massachusetts
OK,Severe Storm,Yes,No,Yes,Yes,May,2011,7,Oklahoma
OK,Severe Storm,Yes,No,Yes,No,May,2022,7,Oklahoma
MD,Flood,No,No,Yes,Yes,September,2011,7,Maryland
LA,Flood,No,No,Yes,Yes,May,2015,7,Louisiana
OK,Severe Storm,No,No,Yes,Yes,June,2010,7,Oklahoma
TN,Severe Storm,No,No,Yes,Yes,February,2022,7,Tennessee
WV,Severe Storm,No,No,Yes,Yes,May,2018,7,West Virginia
NY,Flood,No,No,Yes,Yes,August,2018,7,New York
PA,Severe Ice Storm,No,No,No,Yes,February,2014,7,Pennsylvania
MT,Flood,No,No,Yes,Yes,April,2018,7,Montana
CO,Flood,No,No,Yes,Yes,September,2013,7,Colorado
WA,Fire,No,No,Yes,Yes,August,2018,7,Washington
MA,Snowstorm,No,No,Yes,Yes,January,2011,7,Massachusetts
ID,Severe Storm,No,No,Yes,Yes,June,2010,7,Idaho
ND,Snowstorm,No,No,Yes,Yes,November,2022,7,North Dakota
VT,Flood,No,No,Yes,Yes,April,2014,7,Vermont
VT,Severe Ice Storm,No,No,Yes,Yes,December,2013,7,Vermont
NE,Severe Storm,No,No,Yes,Yes,September,2010,7,Nebraska
AL,Severe Storm,Yes,No,Yes,Yes,March,2021,7,Alabama
KY,Tornado,No,No,Yes,Yes,December,2021,7,Kentucky
CA,Fire,No,No,Yes,Yes,July,2018,7,California
MS,Hurricane,No,No,No,Yes,October,2017,7,Mississippi
NM,Flood,No,No,Yes,Yes,July,2010,7,New Mexico
IA,Severe Storm,No,No,Yes,Yes,April,2011,6,Iowa
NM,Flood,No,No,Yes,Yes,August,2011,6,New Mexico
VI,Hurricane,No,No,No,Yes,September,2017,6,Virgin Islands of the U.S.
VA,Hurricane,Yes,No,Yes,Yes,October,2016,6,Virginia
AK,Severe Storm,No,No,Yes,Yes,November,2011,6,Alaska
WV,Severe Storm,Yes,No,Yes,Yes,February,2012,6,West Virginia
RI,Biological,No,No,No,Yes,January,2020,6,Rhode Island
AR,Severe Storm,No,No,Yes,Yes,August,2013,6,Arkansas
MA,Hurricane,No,No,Yes,Yes,October,2012,6,Massachusetts
NH,Severe Storm,No,No,Yes,Yes,February,2010,6,New Hampshire
WV,Severe Storm,No,No,Yes,Yes,April,2015,6,West Virginia
MS,Severe Storm,Yes,No,Yes,Yes,April,2010,6,Mississippi
FL,Hurricane,Yes,No,Yes,Yes,November,2022,6,Florida
MA,Severe Storm,No,No,Yes,Yes,March,2018,6,Massachusetts
ID,Flood,No,No,Yes,Yes,April,2019,6,Idaho
OR,Severe Storm,No,No,Yes,Yes,January,2011,6,Oregon
NJ,Severe Storm,No,No,Yes,Yes,March,2018,6,New Jersey
ME,Biological,Yes,No,No,No,January,2020,6,Maine
RI,Biological,Yes,No,Yes,Yes,January,2020,6,Rhode Island
SC,Severe Storm,Yes,No,Yes,Yes,April,2020,6,South Carolina
MS,Hurricane,Yes,No,Yes,Yes,October,2020,6,Mississippi
NH,Hurricane,No,No,Yes,Yes,October,2012,6,New Hampshire
VT,Flood,No,No,Yes,Yes,April,2019,6,Vermont
CA,Fire,No,No,Yes,Yes,August,2021,6,California
SD,Severe Storm,No,No,Yes,Yes,May,2013,6,South Dakota
TN,Fire,No,No,Yes,Yes,November,2016,6,Tennessee
MO,Flood,Yes,No,Yes,Yes,June,2011,6,Missouri
MD,Severe Storm,No,No,Yes,Yes,June,2012,6,Maryland
MT,Severe Storm,No,No,Yes,Yes,August,2014,6,Montana
NH,Severe Storm,No,No,Yes,Yes,October,2017,6,New Hampshire
ME,Severe Storm,No,No,Yes,Yes,December,2022,6,Maine
OR,Flood,No,No,Yes,Yes,April,2019,6,Oregon
RI,Snowstorm,No,No,Yes,Yes,January,2022,6,Rhode Island
SD,Severe Storm,No,No,Yes,Yes,June,2022,6,South Dakota
ID,Flood,No,No,Yes,Yes,March,2011,6,Idaho
AR,Severe Storm,Yes,No,Yes,No,December,2015,6,Arkansas
CA,Fire,Yes,No,Yes,Yes,July,2021,6,California
TX,Fire,No,No,No,Yes,May,2011,6,Texas
WA,Flood,Yes,No,Yes,Yes,November,2021,6,Washington
RI,Hurricane,No,No,No,Yes,August,2021,6,Rhode Island
KY,Flood,Yes,No,Yes,No,February,2021,6,Kentucky
GA,Severe Storm,No,No,Yes,Yes,January,2017,6,Georgia
NE,Tornado,No,No,Yes,Yes,May,2014,6,Nebraska
MN,Flood,Yes,No,Yes,Yes,September,2016,6,Minnesota
ME,Severe Storm,No,No,Yes,Yes,February,2013,6,Maine
IL,Severe Storm,No,No,Yes,Yes,April,2011,6,Illinois
CA,Fire,No,No,Yes,Yes,December,2017,6,California
CA,Severe Storm,No,No,Yes,Yes,January,2010,6,California
WI,Flood,No,No,Yes,Yes,June,2018,6,Wisconsin
ND,Severe Storm,No,No,Yes,Yes,June,2020,6,North Dakota
WA,Severe Storm,No,No,Yes,Yes,August,2015,6,Washington
WV,Flood,No,No,Yes,Yes,June,2016,6,West Virginia
OK,Severe Storm,Yes,No,Yes,Yes,May,2010,6,Oklahoma
MA,Severe Storm,No,No,Yes,Yes,October,2011,6,Massachusetts
CA,Fire,No,No,No,Yes,August,2016,6,California
ND,Flood,No,No,No,Yes,April,2013,6,North Dakota
WA,Flood,No,No,Yes,Yes,November,2021,6,Washington
CO,Fire,No,No,No,Yes,June,2013,5,Colorado
CT,Hurricane,Yes,No,Yes,Yes,October,2012,5,Connecticut
VA,Earthquake,Yes,No,Yes,No,August,2011,5,Virginia
WA,Fire,No,No,Yes,Yes,July,2021,5,Washington
RI,Severe Storm,Yes,No,Yes,Yes,March,2010,5,Rhode Island
NM,Fire,Yes,No,Yes,Yes,April,2022,5,New Mexico
ME,Severe Storm,No,No,Yes,Yes,February,2010,5,Maine
MP,Biological,Yes,No,Yes,Yes,January,2020,5,Northern Mariana Islands
PA,Severe Storm,No,No,Yes,Yes,April,2011,5,Pennsylvania
AK,Mud/Landslide,No,No,Yes,Yes,November,2020,5,Alaska
VI,Hurricane,Yes,No,Yes,Yes,September,2017,5,Virgin Islands of the U.S.
AS,Hurricane,Yes,No,Yes,Yes,February,2018,5,American Samoa
AR,Tornado,Yes,No,Yes,No,December,2021,5,Arkansas
RI,Severe Storm,No,No,No,Yes,March,2010,5,Rhode Island
OR,Severe Storm,No,No,Yes,Yes,February,2019,5,Oregon
TX,Hurricane,No,No,Yes,Yes,August,2020,5,Texas
AS,Biological,No,No,No,Yes,January,2020,5,American Samoa
RI,Hurricane,No,No,Yes,Yes,August,2011,5,Rhode Island
FL,Severe Storm,Yes,No,Yes,Yes,April,2014,5,Florida
TX,Severe Storm,No,No,Yes,Yes,October,2015,5,Texas
CA,Fire,No,No,Yes,Yes,July,2015,5,California
MO,Flood,No,No,Yes,Yes,June,2011,5,Missouri
RI,Severe Storm,No,No,Yes,Yes,January,2015,5,Rhode Island
AS,Hurricane,No,No,No,Yes,February,2018,5,American Samoa
RI,Hurricane,No,No,No,Yes,October,2012,5,Rhode Island
MS,Hurricane,No,No,Yes,Yes,October,2017,5,Mississippi
CA,Fire,No,No,Yes,Yes,September,2015,5,California
AS,Biological,Yes,No,Yes,Yes,January,2020,5,American Samoa
NJ,Severe Storm,No,No,Yes,Yes,September,2011,5,New Jersey
WV,Flood,No,No,Yes,Yes,June,2019,5,West Virginia
OK,Fire,No,No,Yes,Yes,March,2017,5,Oklahoma
NC,Hurricane,No,No,Yes,Yes,October,2016,5,North Carolina
